1,50,0,0,0,228,0,67,97,244,0,0,121,250,0,117,168,21,0,0,5,152,0,128,6,253,0,0,85,254,0,94,145
1,50,0,0,0,228,0,67,97,244,0,0,121,250,0,117,168,21,0,0,5,152,0,128,6,254,0,0,85,254,0,94,145
1,50,0,0,0,229,0,67,97,244,0,0,121,250,0,117,168,21,0,0,5,152,0,128,6,253,0,0,85,254,0,94,145
1,51,0,0,0,229,0,67,97,245,0,0,121,250,0,117,169,21,0,0,5,152,0,128,5,253,0,0,85,254,0,94,144
1,51,0,1,3,223,0,67,97,245,0,1,125,249,0,120,169,22,0,1,8,151,0,129,5,253,0,0,85,253,0,94,144
1,51,0,1,1,223,0,66,97,245,0,1,123,248,0,116,169,22,0,1,8,151,0,130,5,254,0,0,86,254,0,94,145
1,52,0,8,12,214,22,82,98,248,0,10,136,243,62,117,173,14,0,8,7,140,38,93,15,240,0,11,88,239,24,77,130
1,53,0,2,3,227,0,67,99,251,0,3,129,250,3,104,177,15,0,3,6,146,3,134,13,234,0,5,85,242,7,110,122
1,53,0,0,2,229,0,67,98,250,0,0,127,252,0,117,176,14,0,0,1,148,0,128,15,235,0,1,78,247,0,94,123
1,53,0,1,4,227,0,68,98,250,0,1,129,251,0,122,176,14,0,1,2,146,0,124,15,235,0,1,79,246,0,94,123
