2,0,0,1,0,189,0,90,167,66,0,4,3,168,0,80,7,191,0,1,112,223,0,70,204,98,0,3,41,165,0,116,2
2,0,0,0,0,189,0,89,167,65,0,3,1,168,0,82,5,191,0,0,111,223,0,70,204,98,0,2,41,166,0,116,3
2,0,0,1,0,189,0,89,167,66,0,3,3,171,0,85,6,191,0,1,111,223,0,70,204,99,0,2,40,166,0,116,3
2,0,0,0,0,189,0,89,167,66,0,2,1,170,0,82,6,191,0,0,111,223,0,70,204,99,0,1,40,166,0,116,4
2,0,0,1,0,189,0,89,167,66,0,1,1,172,0,83,6,191,0,1,111,223,0,70,204,99,0,1,40,166,0,116,4
2,0,0,0,0,189,0,89,167,66,0,1,1,172,0,83,7,191,0,0,111,223,0,70,204,99,0,1,40,167,0,116,4
2,0,0,0,0,189,0,89,167,66,0,1,1,172,0,83,7,191,0,0,111,223,0,70,204,99,0,1,40,166,0,116,4
2,0,0,0,0,189,0,89,167,66,0,2,1,171,0,83,6,191,0,0,111,223,0,70,204,99,0,1,40,167,0,116,4
2,0,0,0,0,189,0,89,167,65,0,1,1,171,0,83,6,191,0,0,111,223,0,70,204,99,0,1,40,167,0,116,4
2,0,0,0,0,189,0,89,167,66,0,1,1,172,0,83,7,191,0,0,111,223,0,70,204,99,0,1,40,167,0,116,4
